t (s),v (m/s)
5097.279326,0.7300000191
5098.288792,0.6000000238
5099.282375,0.5699999928
5100.289862,0.3799999952
5101.291228,0.5199999809
5102.286408,0.5600000024
5103.303467,0.6200000048
5104.283929,0.4799999893
5105.285473,0.4600000083
5106.283585,0.5500000119
5107.290025,0.6899999976
5108.283755,0.5
5109.284867,0.6999999881
5110.28884,0.2800000012
5111.290388,0.6299999952
5112.289251,0
5113.275557,0
5114.286579,0
5115.293179,0
5116.283361,0
5117.286074,0.7599999905
5118.281306,0.6999999881
5119.288904,0.9900000095
5120.290741,0.8399999738
5121.284396,0.7300000191
5122.308399,1.230000019
5123.281202,0.8399999738
5124.286462,0.349999994
5125.293432,0.6999999881
5126.278803,0.6899999976
5127.288382,0.8199999928
5128.284564,0.8299999833
5129.282774,0.8000000119
5130.285248,0.6800000072
5131.28915,0.5500000119
5132.286138,0.5899999738
5133.288797,0.8600000143
5134.286435,0.7699999809
5135.293047,0
5136.291655,1.659999967
5137.294867,0.8700000048
5138.294077,0.7900000215
5139.299946,0.6600000262
5140.288053,0.9200000167
5141.286172,0.7699999809
5142.294327,0.7099999785
5143.293819,0.6499999762
5144.279831,0.7699999809
5145.284564,0
5146.289719,0
5147.296975,0.8199999928
5148.283283,0.9100000262
5149.298358,0.8500000238
5150.284401,0.75
5151.281082,0.9499999881
5152.300685,0.6999999881
5153.294802,0
5154.284925,0
5155.294745,0
5156.282525,0.3100000024
5157.288611,0
5158.291992,0
5159.304926,0.3300000131
5160.285233,0.6100000143
5161.283072,0
5162.285221,0
5163.291069,0
5164.288796,0
5165.295958,0
5166.284394,0
5167.285238,0
5168.29352,0
5169.295907,0
5170.291995,0
5171.297794,0
5172.28708,0
5173.288943,0
5174.287483,0
5175.289184,0
5176.29003,0
5177.288265,0
5178.288817,0
5179.292588,0
5180.297395,0.6999999881
5181.286043,0
5182.285957,0
5183.298872,0
5184.296774,0.4600000083
5185.294384,0
5186.285323,0
5187.290702,0
5188.292208,0.1700000018
5189.290879,0
5190.292594,0.4799999893
5191.289525,0
5192.284177,0.4600000083
5193.291998,0.25
5194.28771,0.25
5195.288867,0.6499999762
5196.293931,0.6899999976
5197.299094,0.3400000036
5198.28056,0.5
5199.289571,0.4099999964
5200.289031,0.4099999964
5201.286258,0.75
5202.297505,0.8500000238
5203.298473,0.6999999881
5204.292352,0.6999999881
5205.29166,0.6100000143
5206.290776,0.6600000262
5207.282283,0.8899999857
5208.284914,0.4199999869
5209.290175,0.1700000018
5210.277385,0.2599999905
5211.304434,0
5212.289281,0
5213.284668,0
5214.291337,0
5215.285017,0.5799999833
5216.287756,0.6200000048
5217.289567,0.2899999917
5218.289728,0
5219.278568,0.4399999976
5220.291391,0.4399999976
5221.304432,0.7799999714
5222.298761,0.6899999976
5223.291999,0.8100000024
5224.288274,0.6399999857
5225.290253,0.8899999857
5226.285116,0.6700000167
5227.296151,0.7200000286
5228.295143,0.3899999857
5229.292929,0.2700000107
5230.293731,0.3700000048
5231.290078,0.5600000024
5232.282998,0.6899999976
5233.290181,0.7200000286
5234.283884,0.5199999809
5235.282763,0.3799999952
5236.295271,0.1800000072
5237.291095,0.4499999881
5238.289529,0.7300000191
5239.294463,0.7699999809
5240.289816,0.4099999964
5241.292596,0
5242.283127,0.4600000083
5243.2887,0.6299999952
5244.287719,0.7599999905
5245.285179,0.7099999785
5246.29253,0.5699999928
5247.283368,0.4600000083
5248.288793,0.3000000119
5249.294203,0
5250.289342,0
5251.283128,0
5252.294183,0
5253.293724,0
5254.283204,0
5255.299553,0
5256.285181,0
5257.283716,0
5258.296848,0.1800000072
5259.287143,0.4499999881
5260.286652,0.5799999833
5261.279572,0.4300000072
5262.289479,0
5263.289732,0
5264.290066,0
5265.284124,0
5266.286074,0
5267.287374,0
5268.285175,0
5269.291268,0
5270.290221,0
5271.288967,0
5272.289229,0
5273.305626,0
5274.294351,0
5275.286634,0
5276.284363,0
5277.291582,0
5278.286822,0
5279.28952,0
5280.280581,0
5281.289662,0
5282.291937,0
5283.283096,0
5284.292025,0
5285.291147,0
5286.285491,0
5287.291276,0
5288.281242,0
5289.282774,0
5290.289485,0
5291.29483,0
5292.291139,0
5293.289683,0
5294.287464,0
5295.295081,0
5296.297832,0
5297.28737,0
5298.279205,0
5299.284677,0
5300.295571,0
5301.286518,0
5302.294193,0.2700000107
5303.294032,0.3899999857
5304.292914,0.4099999964
5305.28652,0.8000000119
5306.291659,0.6600000262
5307.289958,0.4699999988
5308.295153,0.4600000083
5309.292685,0
5310.301698,0.4699999988
5311.289742,0.3600000143
5312.30463,0.5099999905
5313.28926,0.6700000167
5314.284404,0.6700000167
5315.286843,0.8700000048
5316.285164,0.9100000262
5317.292004,0.7799999714
5318.290466,0.7799999714
5319.296831,0.4499999881
5320.293988,0.5099999905
5321.290835,0.6499999762
5322.276997,0.8899999857
5323.28632,0.4900000095
5324.28503,0.5799999833
5325.288837,0.9200000167
5326.29134,0.8199999928
5327.289772,0.7200000286
5328.283844,0.5199999809
5329.285429,0.5699999928
5330.280037,0.4900000095
5331.289701,0.7300000191
5332.290523,0.8299999833
5333.281875,0.7799999714
5334.288909,0.8600000143
5335.28543,0.6999999881
5336.279741,0.8000000119
5337.288206,0.8199999928
5338.297014,0.7699999809
5339.287066,0.6000000238
5340.281069,0.5
5341.283214,0.4499999881
5342.296822,0.4900000095
5343.291674,0.4799999893
5344.295292,0.5
5345.286617,0.6700000167
5346.286685,0.6800000072
5347.288856,0.75
5348.288894,0.8199999928
5349.285956,0.5699999928
5350.281694,0.5199999809
5351.29648,0.4799999893
5352.30371,0.6899999976
5353.279407,0.5600000024
5354.285454,0.7300000191
5355.288816,0.7599999905
5356.295842,0.8399999738
5357.295384,0.6499999762
5358.290311,0.6499999762
5359.286743,0.6700000167
5360.29361,0.6999999881
5361.305944,0.7799999714
5362.283862,0.6899999976
5363.287248,0.6200000048
5364.288169,0.6800000072
5365.289947,0.6600000262
5366.28763,0.6499999762
5367.288926,0.75
5368.287911,0.7200000286
5369.28868,0.7699999809
5370.291574,0.8999999762
5371.28443,0.7400000095
5372.288555,0.7900000215
5373.289717,0.8000000119
5374.294065,0.5699999928
5375.300121,0.3199999928
5376.294073,0.5899999738
5377.292316,0.5400000215
5378.28117,0.6600000262
5379.28884,0.9599999785
5380.284892,0.7599999905
5381.286659,0.8500000238
5382.291782,0.9399999976
5383.286855,0.9800000191
5384.286569,1.029999971
5385.293843,0.9399999976
5386.29123,0.7799999714
5387.301219,0.5600000024
5388.291973,0.5699999928
5389.291579,0.8600000143
5390.299425,0.8399999738
5391.285726,0.7699999809
5392.285596,0.8399999738
5393.285912,0.8799999952
5394.283727,0.5699999928
5395.293807,0.8999999762
5396.288356,0.8299999833
5397.299705,0.6200000048
5398.294892,0.7400000095
5399.288696,0.5699999928
5400.279795,0.7300000191
5401.298121,0.5099999905
5402.295457,0.7900000215
5403.292957,0.6600000262
5404.293385,0.7799999714
5405.295285,0.7599999905
5406.291672,0.7200000286
5407.293133,0.75
5408.286867,0.7900000215
5409.285075,0.8399999738
5410.2978,0.8299999833
5411.293933,0.7699999809
5412.29752,0.7599999905
5413.294715,0.8299999833
5414.299966,0.7099999785
5415.287839,0.8399999738
5416.287989,0.8299999833
5417.287343,0.7699999809
5418.293234,0.8000000119
5419.284165,0.75
5420.280905,0.5799999833
5421.301837,0.8700000048
5422.307462,0.8000000119
5423.286396,0.7699999809
5424.286152,0.6800000072
5425.28149,0.6600000262
5426.29673,0.5400000215
5427.279941,0.6200000048
5428.287501,0.7400000095
5429.302871,0.6299999952
5430.282851,0.6800000072
5431.288479,0.7900000215
5432.275374,0.4099999964
5433.288072,0.7900000215
5434.29043,0.8100000024
5435.284531,0.9100000262
5436.286671,1.299999952
5437.299975,0.9900000095
5438.287797,0.8100000024
5439.288613,0.8399999738
5440.290162,0.8799999952
5441.300699,0.75
5442.301297,0.8100000024
5443.288882,0.9300000072
5444.294739,0.9300000072
5445.292445,0.7599999905
5446.287758,0.8600000143
5447.291083,0.8999999762
5448.286468,0.8000000119
5449.289416,0.8100000024
5450.289853,0.9700000286
5451.287531,1.159999967
5452.299548,0.9100000262
5453.293757,0.9800000191
5454.28382,0.9300000072
5455.288751,0.9700000286
5456.290699,0.8500000238
5457.298401,0.8700000048
5458.291283,1.059999943
5459.302085,0.8799999952
5460.293672,0.8100000024
5461.286168,1.24000001
5462.298281,0.8999999762
5463.286244,0.9700000286
5464.285123,1.00999999
5465.291793,0.9700000286
5466.295344,0.8500000238
5467.290876,0.8700000048
5468.287396,1
5469.288392,0.7599999905
5470.280928,0.8899999857
5471.288763,0.8600000143
5472.293849,0.9499999881
5473.289927,0.9599999785
5474.298387,0.6700000167
5475.298286,1.200000048
5476.294526,0.8100000024
5477.297641,0.4300000072
5478.303229,0.9100000262
5479.30332,0.7699999809
5480.287614,0.6399999857
5481.287802,0.5899999738
5482.290624,0.2700000107
5483.289564,0
5484.283764,0.9200000167
5485.29073,0.4699999988
5486.293802,0.3799999952
5487.282277,0.4900000095
5488.282654,0
5489.292918,0
5490.289583,0.8000000119
5491.290344,1.220000029
5492.280689,0.9700000286
5493.283767,0.6499999762
5494.282458,0.400000006
5495.28099,0.5600000024
5496.290614,0.3000000119
5497.311105,0.349999994
5498.286846,0.5299999714
5499.277667,0.5600000024
5500.288833,0.5299999714
5501.293239,0.6299999952
5502.288842,0.5500000119
5503.28037,0.5
5504.298863,0.7099999785
5505.289878,0.7300000191
5506.284656,0.3899999857
5507.305015,0
5508.307304,0
5509.285956,1.350000024
5510.287989,0.4499999881
5511.284046,0.5099999905
5512.288021,0
5513.283011,0
5514.283703,0
5515.282709,0
5516.304553,0
5517.296558,0
5518.28959,0
5519.290266,0
5520.292229,0
5521.302523,0
5522.290226,0
5523.286756,0
5524.28594,0
5525.280096,0
5526.285384,0
5527.286199,0
5528.28901,0
5529.287751,0
5530.284514,0
5531.287488,0
5532.288082,0
5533.291097,0
5534.295301,0
5535.294409,0.6800000072
5536.300075,0.5500000119
5537.281025,0
5538.289128,0.2199999988
5539.285751,0.6200000048
5540.289218,1.870000005
5541.307193,0.9599999785
5542.291775,0.6899999976
5543.290501,0
5544.284658,0
5545.284953,0
5546.281215,0
5547.287537,0
5548.296805,0
5549.285412,0
5550.288715,0
5551.281413,0
5552.305705,0
5553.289605,0
5554.292975,0
5555.322658,0
5556.284492,0
5557.315371,0
5558.282613,0
5559.27731,0
5560.298751,0
5561.289546,0
5562.281065,0
5563.287864,0
5564.309516,0
5565.295187,0
5566.289619,0
5567.294252,0
5568.291893,0
5569.287749,0
5570.285786,0
5571.289843,0
5572.290246,0
5573.287335,0
5574.290809,0
5575.295693,0
5576.290447,0
5577.298448,0
5578.291262,0
5579.285958,0
5580.282894,0
5581.292923,0
5582.284698,0
5583.28369,0
5584.281798,0
5585.289684,0
5586.287598,0
5587.285233,0
5588.282839,0.7699999809
5589.284426,0.6200000048
5590.285522,0.8700000048
5591.292436,1.059999943
5592.301516,1.450000048
5593.278507,1.700000048
5594.286357,0.75
5595.281688,0.8700000048
5596.285348,1.889999986
5597.282063,1.25
5598.283533,0.75
5599.302843,0.9399999976
5600.288446,0.8299999833
5601.285007,1.370000005
5602.289143,0.8000000119
5603.287841,0.4099999964
5604.290252,0.4799999893
5605.288421,0.6399999857
5606.289563,0.6399999857
5607.290767,0.8999999762
5608.292342,0.9100000262
5609.286082,0.8100000024
5610.284792,1.850000024
5611.287717,0.5500000119
5612.292555,0.4900000095
5613.275489,0.8799999952
5614.284545,0.7599999905
5615.284493,0.7300000191
5616.286044,0.8100000024
5617.29359,0.5199999809
5618.289789,0.6700000167
5619.28524,0.5
5620.295186,0.6899999976
5621.277297,0.8999999762
5622.290506,0.7300000191
5623.285191,0.7400000095
5624.281528,0.5500000119
5625.291297,0
5626.286346,0
5627.285642,0
5628.289864,0
5629.282627,0
5630.293122,0
5631.290429,0
5632.301522,0
5633.28951,0
5634.28338,0
5635.285061,0
5636.288552,0
5637.299992,0
5638.287346,0
5639.287199,0
5640.297931,0
5641.287695,0
5642.287402,0
5643.294126,0
5644.298156,0
5645.288554,0
5646.289919,0
5647.289721,0
5648.283799,0
5649.297014,0
5650.289032,0
5651.281806,0
5652.292046,0
5653.289846,0
5654.286468,0
5655.282605,0
5656.289083,0
5657.28529,0
5658.285433,0
5659.286662,0
5660.2984,0
5661.280514,0
5662.285657,0
5663.281824,0
5664.285724,0
5665.274065,0
5666.274198,0
5667.273841,0
5668.280976,0
5669.290635,0
5670.291752,0
5671.291449,0
5672.285185,0
5673.285197,0.5899999738
5674.286822,1.279999971
5675.286994,0.8299999833
5676.287722,1.5
5677.29218,1.269999981
5678.291208,0.9100000262
5679.283866,0.8399999738
5680.285845,0.7699999809
5681.286756,0.7099999785
5682.286812,0.400000006
5683.294093,0.5500000119
5684.288429,0.5699999928
5685.292126,0.349999994
5686.284179,0.3100000024
5687.281981,0.5600000024
5688.283941,0
5689.290084,0
5690.292497,0
5691.293693,0
5692.298157,0
5693.289185,0
5694.291641,0
5695.289709,0
5696.300614,0
5697.29776,0
5698.303793,0
5699.292681,0
5700.29016,0
5701.285393,0
5702.281029,0
5703.279714,0
5704.291609,0
5705.285068,0
5706.293455,0
5707.289595,0
5708.288606,0
5709.289887,0
5710.294129,0
5711.288087,0
5712.297838,0
5713.289332,0
5714.285122,0
5715.285415,0
5716.28935,0
5717.300498,0
5718.289535,0
5719.287859,0
5720.286295,0
5721.285793,0
5722.276367,0
5723.291714,0
5724.289546,0.8199999928
5725.290328,0.5400000215
5726.284703,0.7099999785
5727.289133,0.8600000143
5728.286758,0.6600000262
5729.292893,0.3400000036
5730.286256,0
5731.289188,0
5732.294368,0
5733.288802,0
5734.282855,0
5735.287089,0
5736.285148,0
5737.287651,0
5738.284504,0
5739.281408,0
5740.288431,0
5741.285365,0
5742.285913,0
5743.288348,0
5744.284468,0
5745.289178,0
5746.289202,0
5747.289637,0
5748.284062,0
5749.287172,0
5750.285361,0
5751.278685,0
5752.294841,0
5753.276245,0
5754.285823,0
5755.282615,0
5756.286392,0
5757.293128,0
5758.291938,0
5759.28536,0
5760.28734,0
5761.282396,0
5762.292561,0
5763.274651,0.7099999785
5764.274217,0.5799999833
5765.289632,0.349999994
5766.284891,0
5767.279167,0
5768.284735,0
5769.285675,0
5770.285759,0
5771.29158,0
5772.306757,0
5773.299908,0
5774.278353,0
5775.286362,0
5776.294501,0
5777.292247,0
5778.294696,0
5779.286297,0
5780.296624,0
5781.28274,0
5782.285998,0
5783.289922,0
5784.286227,0
5785.303548,0
5786.287812,0
5787.291316,0
5788.285946,0
5789.292946,0
5790.285771,0.5199999809
5791.288195,0
5792.294184,0
5793.279365,0
5794.285142,0
5795.285397,0
5796.280626,0
5797.286209,0
5798.28673,0
5799.285359,0
5800.295676,0
5801.285039,0
5802.285223,0
5803.286391,0
5804.289805,0
5805.282841,0
5806.289959,0
5807.306413,0
5808.29775,0
5809.298325,0
5810.287058,0
5811.297505,0
5812.283497,0
5813.284057,0
5814.296924,0
5815.285161,0
5816.288168,0
5817.308798,0
5818.294813,0
5819.283337,0
5820.285738,0
5821.284579,0
5822.291937,0
5823.282393,0
5824.287754,0
5825.292179,0
5826.284355,0
5827.279967,0
5828.289413,0
5829.281203,0
5830.289053,0
5831.292317,0
5832.286305,0
5833.282708,0
5834.288495,1.929999948
5835.293048,1.080000043
5836.28952,0.7699999809
5837.284875,0.7300000191
5838.289495,0.8000000119
5839.288598,0.8700000048
5840.28709,1.429999948
5841.285979,0.9599999785
5842.280956,0.400000006
5843.294019,0.7400000095
5844.280101,0.2300000042
5845.285144,0.2899999917
5846.29305,0.3100000024
5847.283363,0.3600000143
5848.28888,0.6000000238
5849.286103,0.6999999881
5850.290365,0.8399999738
5851.287367,1.409999967
5852.296959,1.75
5853.288887,1.690000057
5854.284621,0.9300000072
5855.285682,0.8500000238
5856.296316,0.8799999952
5857.285047,0.6899999976
5858.297308,0.7599999905
5859.286767,0.8299999833
5860.293296,0.2899999917
5861.282144,0.8700000048
5862.2799,0.5199999809
5863.28383,0.3799999952
5864.2855,0.3899999857
5865.295919,0.400000006
5866.284418,0.2800000012
5867.281119,0.6000000238
5868.290553,0
5869.283267,0.3199999928
5870.299736,0.349999994
5871.2934,0.1599999964
5872.294215,0.2099999934
5873.284345,0
5874.282835,0
5875.287901,0
5876.292683,0
5877.28452,0
5878.283816,0
5879.285311,0
5880.28308,0
5881.290294,0
5882.284832,0
5883.283763,0
5884.286247,0
5885.282754,0
5886.286389,0
5887.286878,0
5888.289028,0
5889.295828,0
5890.291923,0
5891.281228,0
5892.274901,0
5893.28644,0
5894.289795,0
5895.289473,0
5896.294157,0
5897.294068,0
5898.291624,0
5899.284628,0
5900.290322,0
5901.283702,0
5902.292264,0
5903.283641,0
5904.296591,0
5905.291497,0
5906.29084,0
5907.296475,0
5908.288655,0
5909.28332,0
5910.286476,0
5911.283179,0
5912.277794,0
5913.297991,0
5914.293875,0
5915.294616,0
5916.285898,0
5917.29047,0
5918.283382,0
5919.278127,0
5920.28905,0
5921.281894,0
5922.280896,0
5923.290404,0
5924.290293,0
5925.288104,0
5926.292393,0
5927.293216,0
5928.287129,0
5929.281181,0
5930.287273,0
5931.2849,0
5932.284483,0
5933.289681,0
5934.285179,0
5935.28502,0
5936.284796,0
5937.287221,0
5938.290191,0
5939.289453,0
5940.281665,0
5941.28247,0
5942.28619,0
5943.286321,0
5944.291432,0
5945.291673,0
5946.284111,0
5947.30187,0
5948.294869,0
5949.290395,0
5950.284604,0
5951.289057,0
5952.278569,0
5953.285927,0
5954.292317,0
5955.284845,0
5956.282615,0
5957.287277,0
5958.284713,0
5959.287242,0
5960.288895,0
5961.292508,0
5962.276001,0
5963.287863,0
5964.29376,0
5965.28778,0
5966.294527,0
5967.292089,0
5968.283634,0
5969.285922,0
5970.283341,0
5971.290386,0
5972.282498,0
5973.293546,0
5974.289819,0
5975.291743,0
5976.28819,0
5977.291115,0
5978.288111,0
5979.286031,0
5980.289313,0
5981.290182,0
5982.285619,0
5983.293219,0
5984.283876,0
5985.285918,0
5986.280349,0
5987.279283,0
5988.284103,0
5989.282241,0
5990.285893,0
5991.285845,0
5992.278761,0
5993.288798,0
5994.29615,0
5995.289478,0
5996.280869,0
5997.286738,0
5998.28244,0
5999.289467,0
6000.309525,0
6001.287564,0
6002.288615,0
6003.287735,0
6004.28855,0
6005.301999,0
6006.28431,0
6007.30898,0
6008.282576,0
6009.281086,0
6010.284804,0
6011.291575,0
6012.287518,0
6013.287201,0
6014.285365,0
6015.296869,0
6016.302572,0
6017.313909,0
6018.297063,0
6019.284824,0
6020.288099,0
6021.289681,0
6022.283332,0
6023.287455,0
6024.287346,0
6025.28448,0
6026.278904,0
6027.290049,0
6028.291094,0.4199999869
6029.288721,0.4300000072
6030.289877,0.4399999976
6031.280544,0.4499999881
6032.282598,0.5199999809
6033.285224,0.8500000238
6034.286782,0.2199999988
6035.283836,0
6036.280425,0
6037.293394,0
6038.29513,0
6039.292449,0
6040.286153,0
6041.286296,0
6042.283459,0
6043.286572,0
6044.286401,0
6045.291137,0
6046.283138,0
6047.288362,0
6048.283134,0
6049.289832,0
6050.28543,0
6051.287285,0
6052.283554,0
6053.28825,0
6054.312078,0
6055.289192,0
6056.28325,0
6057.285429,0
6058.287267,0
6059.290279,0
6060.286626,0
6061.288342,0
6062.290461,0
6063.286813,0
6064.279979,0
6065.283075,0
6066.297806,0
6067.294078,0
6068.291884,0
6069.284556,0
6070.288993,0
6071.28755,0
6072.291946,0
6073.278247,0
6074.275391,0
6075.288278,0
6076.283363,0
6077.28998,0
6078.283188,0
6079.289621,0
6080.288427,0
6081.277588,0
6082.28435,0
6083.283539,0
6084.292063,0
6085.28658,0
6086.286373,0
6087.284213,0
6088.280562,0
6089.291635,0
6090.291764,0
6091.284883,0
6092.290055,0
6093.292975,0
6094.28878,0
6095.296322,0
6096.300606,0
6097.293412,0
6098.287996,0
6099.296187,0
6100.310908,0
6101.284905,0
6102.291933,0
6103.289367,0
6104.28397,0
6105.286372,0
6106.278162,0
6107.291278,0
6108.286651,0
6109.285353,0
6110.287283,0
6111.296139,0
6112.293201,0
6113.287862,0
6114.291235,0
6115.28677,0
6116.283759,0
6117.289851,0
6118.304254,0
6119.292271,0
6120.290393,0
6121.288248,0
6122.288042,0
6123.282372,0
6124.295166,0
6125.283373,0
6126.285684,0
6127.287239,0
6128.288028,0
6129.283594,0
6130.287166,0
6131.292853,0
6132.287305,0
6133.292768,0
6134.296794,0
6135.288225,0
6136.290599,0
6137.281916,0
6138.296504,0
6139.312596,0
6140.280364,0
6141.299095,0
6142.278793,0
6143.300098,0
6144.309342,0
6145.285499,0
6146.294802,0
6147.300825,0
6148.290686,0
6149.286841,0
6150.286245,0
6151.295007,0
6152.297516,0
6153.291445,0
6154.290163,0
6155.284628,0
6156.280826,0
6157.283838,0
6158.290099,0
6159.278461,0
6160.299938,0
6161.296615,0
6162.291597,0.5799999833
6163.286771,0.9300000072
6164.289476,0.3899999857
6165.284697,0.4499999881
6166.294343,0.4699999988
6167.283261,0.349999994
6168.288853,0.3700000048
6169.304369,0.6899999976
6170.289601,0.7200000286
6171.284969,0.5899999738
6172.300813,0.5500000119
6173.28994,0.1700000018
6174.284113,0.8399999738
6175.294268,0.6499999762
6176.290218,0.5099999905
6177.289786,0.4900000095
6178.303142,0.2700000107
6179.286423,0.6299999952
6180.282475,0.3700000048
6181.298383,0.2800000012
6182.28789,0.3000000119
6183.286614,0.4600000083
6184.285332,0.7099999785
6185.284404,0.6299999952
6186.297792,0.4900000095
6187.291707,0.3799999952
6188.284126,0.5299999714
6189.287647,0.5500000119
6190.285009,0.8299999833
6191.286275,0.4499999881
6192.282332,0.5
6193.286726,0.4499999881
6194.282842,0.2599999905
6195.297019,0.4399999976
6196.282748,0.200000003
6197.297897,0.2899999917
6198.295532,0.7200000286
6199.289203,0.349999994
6200.284776,1.480000019
6201.28374,0.9399999976
6202.29104,0.8600000143
6203.285638,0.1899999976
6204.288663,0.2899999917
6205.298547,0.4399999976
6206.288084,0
6207.282727,0
6208.284778,0
6209.283424,0
6210.292684,0.4399999976
6211.284743,0.4799999893
6212.287074,0.1800000072
6213.286496,0
6214.287306,0
6215.281442,0
6216.293121,0
6217.295288,0
6218.287496,0
6219.28686,0
6220.284227,0
6221.281718,0
6222.283839,0
6223.292921,0
6224.27983,0
6225.287168,0
6226.279828,0
6227.281521,0
6228.286368,0
6229.288489,0
6230.282156,0
6231.28195,0
6232.289623,0
6233.284866,0
6234.288419,0
6235.285189,0
6236.286699,0
6237.291344,0
6238.286045,0.6000000238
6239.289657,0.7200000286
6240.285552,1.279999971
6241.290071,0.9399999976
6242.284498,0.8299999833
6243.288731,0.9700000286
6244.289461,1
6245.291774,0.9499999881
6246.285059,1.25
6247.288829,0.8199999928
6248.282768,0.7099999785
6249.282536,0.7699999809
6250.288729,0.9200000167
6251.286801,0.7099999785
6252.299935,0.7799999714
6253.285422,1.230000019
6254.300691,0.8199999928
6255.298306,0.8199999928
6256.284905,0.8000000119
6257.283792,1.379999995
6258.281851,0.8899999857
6259.277799,0.75
6260.283144,0.8799999952
6261.283084,0.9499999881
6262.294741,0.8600000143
6263.285974,0.8999999762
6264.289357,0.7599999905
6265.294642,0.8899999857
6266.284943,0.9800000191
6267.291806,0.4399999976
6268.284676,0
6269.287306,0.7699999809
6270.302282,0.8500000238
6271.285933,1.090000033
6272.297779,0.4900000095
6273.291201,0.3199999928
6274.317955,0
6275.281351,0
6276.299109,0
6277.280111,0
6278.287143,0
6279.283948,0
6280.301897,0
6281.29947,0
6282.286164,0
6283.28312,0
6284.290332,0
6285.285344,0
6286.289537,0
6287.29264,0
6288.282674,0
6289.280033,0
6290.286393,0
6291.293507,0
6292.286772,0
6293.290052,0
6294.282326,0
6295.31306,0
6296.282352,0
6297.290559,0
6298.280594,0
6299.291076,0
6300.289547,0
6301.291023,0
6302.297635,0
6303.279337,0
6304.288508,0
6305.282597,0
6306.285821,0
6307.284127,0
6308.288455,0
6309.28341,0
6310.289095,0
6311.292961,0
6312.287516,0
6313.287745,0
6314.281736,0
6315.284362,0
6316.287919,0
6317.293142,0
6318.278806,0
6319.297031,0
6320.282293,0
6321.281436,0
6322.290623,0
6323.28798,0
6324.294828,0
6325.28918,0
6326.282607,0
6327.28331,0
6328.285503,0
6329.289822,0
6330.283668,0
6331.292111,0
6332.28891,0
6333.281298,0
6334.291115,0
6335.28812,0
6336.288758,0
6337.297866,0
6338.284933,0
6339.286293,0
6340.285297,0
6341.284006,0
6342.286501,0
6343.281989,0
6344.283437,0
6345.285224,0
6346.282174,0
6347.297885,0
6348.307835,0
6349.289717,0
6350.286774,0
6351.286512,0
6352.289109,0
6353.286653,0
6354.284635,0
6355.287409,0
6356.284957,0
6357.282563,0
6358.289209,0
6359.292092,0
6360.284003,0.6700000167
6361.287918,0.4499999881
6362.29391,0.4799999893
6363.285029,0.200000003
6364.28415,0
6365.289488,0
6366.275701,0
6367.286575,0
6368.29507,0
6369.276364,0
6370.284365,0
6371.296767,0
6372.294578,0
6373.291519,0
6374.283949,0
6375.286535,0
6376.286469,0
6377.281875,0
6378.289873,0
6379.28505,0
6380.280283,0
6381.287428,0
6382.286062,0
6383.287335,0
6384.290725,0
6385.286291,0
6386.289255,0
6387.289336,0
6388.285864,0
6389.285081,0
6390.281217,0
6391.289917,0
6392.284126,0
6393.285597,0
6394.303511,0
6395.279447,0
6396.285304,0
6397.291526,0
6398.292282,0
6399.290022,0
6400.290292,0
6401.284064,0
6402.295241,0
6403.291434,0
6404.286059,0
6405.288388,0
6406.285683,0
6407.290753,0
6408.28595,0
6409.285464,0
6410.289138,0
6411.289401,0
6412.286066,0
6413.28766,0
6414.283173,0
6415.290122,0
6416.289159,0
6417.291043,0
6418.287867,0
6419.285657,0
6420.284675,0
6421.286108,0
6422.284937,0
6423.273335,0
6424.280553,0
6425.30163,0
6426.288484,0
6427.287653,0
6428.282687,0
6429.285822,0
6430.282589,0
6431.298506,0
6432.287115,0
6433.286138,0
6434.28494,0
6435.292673,0
6436.287197,0
6437.288805,0
6438.284625,0
6439.283336,0
6440.28125,0
6441.287101,0
6442.283051,0
6443.290687,0
6444.281347,0
6445.290216,0
6446.282739,0
6447.279241,0
6448.289123,0
6449.286817,0
6450.281848,0
6451.285198,0
6452.292087,0
6453.284715,0
6454.285755,0
6455.287985,0
6456.290506,0
6457.284367,0
6458.291421,0
6459.281035,0
6460.283724,0
6461.287138,0
6462.299906,0
6463.284002,0
6464.284312,0
6465.281819,0
6466.292325,0
6467.285516,0
6468.288336,0
6469.288461,0
6470.286615,0
6471.282147,0
6472.287642,0
6473.292932,0
6474.28768,0
6475.289584,0
6476.286067,0
6477.28582,0
6478.282724,0
6479.282575,0
6480.288222,0
6481.282357,0
6482.281552,0
6483.28914,0
6484.283179,0
6485.281483,0
6486.293112,0
6487.287731,0
6488.280601,0
6489.281678,0
6490.286425,0
6491.285893,0
6492.289491,0
6493.28328,0
6494.284324,0
6495.288291,0
6496.288058,0
6497.284493,0
6498.292587,0
6499.284313,0
6500.285448,0
6501.288802,0
6502.283049,0
6503.28569,0
6504.28587,0
6505.290637,0
6506.28955,0
6507.280523,0
6508.285781,0
6509.281281,0
6510.28458,0
6511.284024,0
6512.300131,0
6513.288843,0
6514.2923,0
6515.287703,0
6516.278551,0
6517.286364,0
6518.279806,0
6519.287894,0
6520.283901,0
6521.29389,0
6522.286159,0
6523.286351,0
6524.279936,0
6525.284024,0
6526.290598,0
6527.290159,0
6528.286181,0
6529.284717,0
6530.279078,0
6531.289505,0
6532.285026,0
6533.291187,0
6534.284803,0
6535.284075,0
6536.284168,0
6537.289603,0
6538.29196,0
